121,2014-04-06T07:42:52.214Z,214705693,0
121,2014-04-06T07:43:23.799Z,214696824,0
121,2014-04-06T07:44:17.445Z,214705682,0
121,2014-04-06T07:45:16.896Z,214696817,0
121,2014-04-06T07:46:34.336Z,214705691,0
121,2014-04-06T07:46:48.042Z,214705693,0
121,2014-04-06T07:47:06.418Z,214711710,0
121,2014-04-06T07:52:00.781Z,214705691,0
121,2014-04-06T07:52:47.367Z,214705691,0
121,2014-04-06T07:53:03.022Z,214687539,0
121,2014-04-06T07:54:42.132Z,214705687,0
121,2014-04-06T07:55:39.424Z,214744796,0
121,2014-04-06T07:57:01.168Z,214681648,0
121,2014-04-06T07:58:28.606Z,214717307,0
121,2014-04-06T07:59:03.163Z,214577750,0
121,2014-04-06T07:59:42.963Z,214650382,0
121,2014-04-06T08:03:34.189Z,214744796,0
121,2014-04-06T08:05:26.522Z,214696817,0
121,2014-04-06T08:06:40.037Z,214705682,0
121,2014-04-06T08:08:19.755Z,214711710,0
